path	format	interpreter	max_glibc	max_glibcxx	needed
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM1162.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=77de508f0eca8cc9808710128ecab6b339aa5ce7, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/GEORGIAN-ACADEMY.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=2b642663beaacda42fe05771356a363a02479186, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/ISO_10367-BOX.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=5be16abe4878ab3c2929ca8dbea009906c88ba1a, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/CP1252.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=72874b76cf0e8933b319b21bebfcb384f8011a6f, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM932.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=df8a0f60c436f0ceb0d18792a44fa49a2f7a208a, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM863.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=c7a1c1bfba95a0a678d3692c77a518a5ffb96dc0, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM857.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=c6b4bf833c895c0cbd6fcc0e7d83eb8488d9c128, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/GREEK-CCITT.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=21a635487689e3c2bc65b211d782cd1c619f345c, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/ISO646.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=71c8e153ff8deaf09d28fa965e2ab92fa5a597ac, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/libCNS.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=0b8eb664b7eba02b7324d98961f51f797369b58a, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM1122.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=6bfa9107806966ce9df5083733490b5f702e6583, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/libISOIR165.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=513f1593666145b3472bd3fd2385d1647e5715b2, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM9448.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=c1804dd584c8deac7eb9825e30b4b09cc889e25a, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM1147.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=8c1e85546489d08a4a227e319331eadbc10872d1, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/EBCDIC-ES-A.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=1a0545e75a716798680e31d902bd67762328df77, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/UNICODE.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=7c7a338c1fd1ef015e268c94112fa7c6b704b885, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM1157.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=6b6d32aff1d01a560673cefde058903d311de404, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM1046.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=5e11f5adbaaa2486220c0e6599707ddb9fe0259c, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM1132.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=e6ce90658648afe9eaa9a68389654b9109a92502, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM1163.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=817851ddd564ceb318bd2e4dd163bcddd894194d, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/GBK.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=1d2483c6af9c2ff7d8e84f84210b8585c5f6b8c0, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM880.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=814534ba83ca311e2da1e27b7938d7e1e9d6210c, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/CP1253.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=8c00326ec8087a7387d2502b075aa28db65ad206, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/JOHAB.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=69a31cbe88732e50ae4b6b7dc52c8de777ef7ca8, for GNU/Linux 3.7.0, stripped	-	2.17	-	libKSC.so,libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM933.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=3b1ca745251d3d4defd9f89cbad6188d43dacb0c, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IEC_P27-1.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=009d69d9df9550f6ffe0bb1372601b80c6be8c5f, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/ISIRI-3342.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=19edc95c8311844a3526283bd1497e6b2e15313f, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/libGB.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=e37d054bc0ffd58de97d3e4aaa91063818523f08, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/CP1125.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=b9bfac84436984aa99c3e0d45db0e1ec6fa685ec, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/HP-ROMAN9.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=76628844018088ed87f7de5140f74d378ee61450, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM1143.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=ef18915730677ecda237dd808f491e15a4bf0ec1, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM1112.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=493f90f26355ba1f536998188d76964d9c0a84ee, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/INIS-8.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=73bcad832b4ffc6092da77679e11dc1f8db0379b, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/GREEK7-OLD.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=274aa631aec5c34d336f62b885cabe271e5ac1be, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/INIS.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=555e04c01aed235c7184bcbca19746a4502dc654, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM1167.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=d314568bac6c695ebbf10a44cbbf6915ff493bb5, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/GEORGIAN-PS.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=02cc6b04e1e708410c980181372c23b487504f78, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM1371.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=587cf87beb46bbf747263896c117f2339ac4c357, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM1153.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=78496b1e0a7e5dc760e00ad5304e030091ce8ab6, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/SAMI-WS2.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=d77c7e95b3a5808d4dcecc5e43bc09d6e997f9c5, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM937.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=ccfa3b2d34e1c6e326fe430449e6777b3890fdfb, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/CP1257.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=6f7a5fd29890e6c69303c25cda200f64811b3775, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/ISO-2022-CN-EXT.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=7c84475151297ac7a49604a96a39183d79513318, for GNU/Linux 3.7.0, stripped	-	2.17	-	libGB.so,libCNS.so,libISOIR165.so,libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/ISO8859-8.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=2cf033d0f719ded9f87d2aa1577cf97e2c1ae8ed, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM903.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=3f4d19ec0d08a52fb3f91f4cfc5062ffe991d3ce, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/ISO8859-14.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=eed3d9cc0dc7d34f3a0f551056158eecb68553ff, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/CP774.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=dd4f69d9009fc9e215ee2cef45787b4e036b9ff3, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM1008.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=65cddc1a213a860e2d77a1d1888a29d63614506b, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM1399.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=aa88b2243238af6d5e76e2aa73e3d4a4e2fa3c61, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/KOI8-R.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=511a96a24ce1086ef9e7bcc790410e50fd07d297, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM1148.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=cab983e4449c8d107283b56959c1d1a05149d4b3, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/ISO8859-9E.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=7b2bb11faa86d5ae26087c9041ac94625d5bcb1c, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM858.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=7c704ea364e7ce140d1188a411c3fe77b4267b95, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM918.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=472e03a97c2f50e076a51857532aacee0a9faf93, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/TIS-620.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=fcf6783c1b2878c07c6d364ed68919df95057949, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/MAC-SAMI.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=c5118cbb063b16834e980f7876827c2a0f1e5a3b, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/ISO-2022-KR.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=f0325916e34a27f729c2bea17ed9412579d9b4c2, for GNU/Linux 3.7.0, stripped	-	2.17	-	libKSC.so,libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/GOST_19768-74.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=cbf13276fce31ca251d2b94fa99b0c22b27b1dd2, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/ISO8859-3.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=e929f2831d48d62fd618e90c53748d63d9aac519, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/EBCDIC-DK-NO.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=1248ace99da18fe72eedf9f738d36701f899eb78, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM285.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=5dcba36975687b1b3bca6861c394ad21c351340c, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/GBGBK.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=36a636d2dacd962bd0155c059446759380fa5460, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM1158.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=260d437d8adfb98d129d624dce2287dcbe1aeed8, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM1129.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=7f368ea8acfc480fcbc43c3d33c134b05f35c09d, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM4899.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=befe33bced9fbbf5eeedb532770a5e1b01e6d7ad, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/CP770.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=0a5d2e2906abcf2175b28ec65ad93247f269e822, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/ISO8859-10.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=8bad4b44482425adc2d001187bce03c1714c18e4, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM256.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=920e4d09b1b78864b1ec8b16e68fee6c3aa5b019, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM868.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=7234bcd33986aaeda53b7f43175936c951c430de, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/EBCDIC-UK.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=59640e909caa91924937032cd708d2697e664682, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/EBCDIC-FR.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=f7d35a6446c62909bbbc77a3b88ac6cc33947b5b, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/ISO8859-7.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=2aefe37d9ece78e0b0fd989bb08e79c4b3fad29d, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/EBCDIC-US.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=a197c90934e776b4d6177fc6f31c59b2f5fcefab, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/CP1258.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=0b56653536f92cd5e97a5bdbfbe7c36c00f43a4f, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM281.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=cd592b9383efd1328fec03b289107d3598105339, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM290.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=197ce68431368689639ebaf909cf0d75d02cfbbc, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/EBCDIC-ES-S.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=fd29c2a659cdada3161ff32f3b1f6fe728a83f68, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/ISO8859-11.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=910d2e82228e6fa5b73cf00d610cdc4b367ac00e, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/CP771.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=f95617f78c2d1922e14d2d502e2dec7c85144d39, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/CP932.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=a8cefd64e2a55ca574ed17f4a4b27841cabe37a5, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM869.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=87e05caac9eebf9a826bfa4731edb229cdd46a21, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/ISO8859-6.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=d8fa2a0ed4b9393152611116cf9eb99b52cea15d, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM939.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=fea86e61e9594a7ba43ecc492ca6b286e6fcb01f, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
aarch64-conda-linux-gnu/sysroot/usr/lib64/gconv/IBM273.so	ELF 64-bit LSB shared object, ARM aarch64, version 1 (SYSV), dynamically linked, BuildID[sha1]=9a6ffa5c15b11ea108999d381f27eb867c56e99c, for GNU/Linux 3.7.0, stripped	-	2.17	-	libc.so.6,ld-linux-aarch64.so.1
